  2.2109625e+000  1.7388368e+000  2.5153285e+000  2.1550426e+000
  7.2837488e-001  5.9005896e-001  6.2835515e-001  6.4892966e-001
  3.4767908e+000  2.9794608e+000  4.1059322e+000  3.5207279e+000
  1.4735127e+000  9.8217860e-001  1.3067174e+000  1.2541362e+000
  1.0125268e+000  1.3626304e+000  1.3247573e+000  1.2333048e+000
  1.6332140e+000  1.7189519e+000  1.6146026e+000  1.6555895e+000
  9.8799042e-001  9.2444967e-001  1.2726178e+000  1.0616860e+000
  8.5672337e-001  6.3023514e-001  5.8334249e-001  6.9010033e-001
  1.0159445e+000  1.8934968e+000  1.8172966e+000  1.5755793e+000
  1.1880159e+000  1.3255490e+000  9.0657479e-001  1.1400466e+000
  1.4055635e+000  1.2133727e+000  2.1488554e+000  1.5892639e+000
  6.9517270e-001  6.3323885e-001  9.1829239e-001  7.4890131e-001
  3.0348639e-001  3.8153066e-001  3.5850223e-001  3.4783976e-001
  1.3691442e+000  1.0620149e+000  1.6117611e+000  1.3476401e+000
  6.5718490e-001  6.3932878e-001  1.3573846e+000  8.8463274e-001
  7.0643708e+000  6.4588598e+000  4.1272431e+000  5.8834913e+000
  8.1819851e-001  8.0292099e-001  6.3256133e-001  7.5122694e-001
  1.0122156e+000  1.0234760e+000  1.0770162e+000  1.0375693e+000
  4.8712209e-001  5.6749535e-001  2.3402213e-001  4.2954652e-001
  1.7576368e+000  1.6450698e+000  1.1704731e+000  1.5243932e+000
  1.6435818e+000  1.3289761e+000  1.3711531e+000  1.4479037e+000
  1.7760072e-001  3.2085094e-001  1.4115908e-001  2.1320358e-001
  1.8856673e+000  1.5740520e+000  1.8197056e+000  1.7598083e+000
  1.8512211e-001  1.9834051e-001  3.3044696e-001  2.3796986e-001
  8.3606091e+000  4.9696216e+000  5.3822053e+000  6.2374787e+000
  7.1272798e-001  6.6525309e-001  6.8747868e-001  6.8848659e-001
  2.1061778e+000  1.9010674e+000  2.4549183e+000  2.1540545e+000
  3.1177200e-001  3.2920008e-001  2.5864136e-001  2.9987115e-001
  6.7468526e-001  5.3037597e-001  7.7755829e-001  6.6087317e-001
  9.0772255e-001  6.4184000e-001  1.6673158e+000  1.0722928e+000
  5.0463281e-001  5.8756050e-001  6.6711789e-001  5.8643707e-001
  1.9074200e-001  4.0037370e-001  3.9221730e-001  3.2777766e-001
  9.0523475e-001  9.7011633e-001  7.7374995e-001  8.8303367e-001
  4.3876030e-001  4.4238916e-001  7.0167150e-001  5.2760699e-001
  2.1760455e-001  2.1329893e-001  4.2935796e-001  2.8675381e-001
  7.7704879e+000  6.1732000e+000  7.9165640e+000  7.2867506e+000
  3.6214762e-001  3.4353599e-001  4.7975851e-001  3.9514737e-001
  3.0696533e+000  1.9232069e+000  1.8093942e+000  2.2674181e+000
  6.5042242e-001  6.5721132e-001  7.0155311e-001  6.6972895e-001
  1.1971257e+000  1.1436645e+000  5.6797712e-001  9.6958913e-001
  1.9678785e-002  2.8388236e-002  2.8491759e-002  2.5519593e-002
  1.5341011e+000  5.5225077e-001  1.7385537e+000  1.2749685e+000
  9.5872958e-001  1.0951408e+000  9.1495182e-001  9.8960741e-001
  2.0621594e+000  1.7448101e+000  9.9596368e-001  1.6009777e+000
  1.3162261e+000  8.4218899e-001  1.3773892e+000  1.1786014e+000
  1.2163954e+000  1.4394044e+000  1.1374438e+000  1.2644145e+000
  9.1619242e-001  9.4958432e-001  1.1678594e+000  1.0112121e+000
  1.7304150e+000  1.3038730e+000  2.4228557e+000  1.8190479e+000
  9.6609583e+000  7.2627485e+000  1.0222280e+001  9.0486622e+000
  2.0274775e+000  1.1262140e+000  1.5085329e+000  1.5540748e+000
  8.6556112e-001  9.1712500e-001  7.9750468e-001  8.6006360e-001
  5.1626868e-001  4.8821639e-001  4.4333154e-001  4.8260554e-001
  3.3006752e-001  3.1047759e-001  3.5184278e-001  3.3079596e-001
  2.4391523e+000  1.8304337e+000  2.3784944e+000  2.2160268e+000
  3.8509962e-001  5.2825047e-001  5.8856789e-001  5.0063933e-001
  1.0593775e+000  9.5571601e-001  8.8990515e-001  9.6833289e-001
  1.2326355e+000  1.5957087e+000  1.1989911e+000  1.3424451e+000
  1.1537820e+000  1.3424926e+000  1.4129967e+000  1.3030904e+000
  1.1443321e+000  9.7308911e-001  1.8798122e+000  1.3324111e+000
  2.6950436e-001  4.1739524e-001  3.8979288e-001  3.5889749e-001
  1.2374660e+000  1.2221947e+000  1.0616147e+000  1.1737585e+000
  1.6531870e+000  1.4288816e+000  1.5088703e+000  1.5303130e+000
  9.4015155e-001  9.5703656e-001  9.8416746e-001  9.6045186e-001
  5.6977664e-001  5.4735176e-001  8.2913169e-001  6.4875336e-001
  5.0121848e-001  5.8570666e-001  2.9264989e-001  4.5985834e-001
  7.9014421e+000  4.2903174e+000  9.4093715e+000  7.2003770e+000
  1.0667683e+000  1.2805713e+000  1.7364539e+000  1.3612645e+000
  1.9715319e+000  1.6690903e+000  2.3655541e+000  2.0020588e+000
  6.3259143e-001  6.2725188e-001  6.7682614e-001  6.4555648e-001
  2.3433772e+000  1.8935191e+000  1.4693196e+000  1.9020720e+000
  2.5075637e-001  3.8180852e-001  3.8668179e-001  3.3974889e-001
  6.1810190e-001  8.6914535e-001  1.0522840e+000  8.4651043e-001
  1.6130021e+000  1.3836738e+000  1.5237933e+000  1.5068231e+000
  1.9494999e+000  6.2442160e-001  1.8426151e+000  1.4721789e+000
  2.6079127e-001  3.1324338e-001  5.2924598e-001  3.6776021e-001
  4.9151825e-001  5.6430829e-001  3.5115157e-001  4.6899270e-001
  6.3572213e-001  5.6601534e-001  9.8142335e-001  7.2772027e-001
  1.3504720e+000  6.9203139e-001  1.1918605e+000  1.0781213e+000
  1.2716473e+000  1.2621183e+000  1.0642170e+000  1.1993275e+000
  8.8601154e-001  8.1523429e-001  1.0257064e+000  9.0898406e-001
  8.7498996e-002  1.1531783e-001  7.0510095e-002  9.1108972e-002
  1.4933166e+000  1.6121086e+000  1.5341142e+000  1.5465131e+000
  1.2023998e+000  9.7511079e-001  2.4551048e+000  1.5442051e+000
  1.7540691e+000  1.7841251e+000  2.2955020e+000  1.9445654e+000
  1.2374658e+000  1.1674165e+000  1.8431228e+000  1.4160017e+000
  1.3347788e+000  1.3994824e+000  4.6176596e-001  1.0653424e+000
  1.6908794e+000  1.3916011e+000  1.6010745e+000  1.5611850e+000
  1.5549533e+000  1.4753098e+000  1.1967785e+000  1.4090138e+000
  2.3480677e+000  1.4235898e+000  2.3663568e+000  2.0460047e+000
  8.6136347e-001  6.4197264e-001  1.0072400e+000  8.3685869e-001
  3.8428230e+000  1.7046200e+000  3.5135917e+000  3.0203449e+000
  4.6037149e-001  4.3526379e-001  8.3327888e-001  5.7630472e-001
  2.1126238e+000  9.4765895e-001  1.9202868e+000  1.6601898e+000
  1.6816122e+000  9.1902837e-001  9.6141711e-001  1.1873525e+000
  7.2752516e-001  6.4791795e-001  1.0653729e+000  8.1360535e-001
  4.0068240e-001  4.1519231e-001  5.2933036e-001  4.4840169e-001
  7.9242339e-001  6.1495831e-001  1.1159108e+000  8.4109751e-001
  1.2929542e+000  1.1364741e+000  1.1956568e+000  1.2083617e+000
  1.3861053e+000  7.7133988e-001  1.5467352e+000  1.2347268e+000
  1.0151888e+000  8.5346844e-001  1.2417470e+000  1.0368014e+000
  3.7520997e-001  4.7604416e-001  4.2866008e-001  4.2663807e-001
  3.3523055e+000  2.2428421e+000  2.7079400e+000  2.7676959e+000
  2.0763375e+000  1.4468031e+000  2.0166403e+000  1.8465936e+000
  4.5360028e-001  6.0561508e-001  6.1606392e-001  5.5842643e-001
  4.0751938e+000  3.0787342e+000  4.8801902e+000  4.0113727e+000
  5.7075106e-001  7.3734912e-001  5.1661079e-001  6.0823699e-001
  1.8717022e+000  6.3361610e-001  7.7309458e-001  1.0928043e+000
  8.1399409e-001  6.6310492e-001  8.8326078e-001  7.8678660e-001
  3.5395279e-002  3.3585723e-002  5.8913975e-002  4.2631659e-002
  8.9803261e-001  8.3556599e-001  6.7145438e-001  8.0168433e-001
  1.9900492e+000  6.6587632e-001  7.1108892e-001  1.1223382e+000
  7.5103212e-001  6.7919169e-001  6.6842255e-001  6.9954879e-001
  1.2014779e+000  4.5607357e-001  3.5131308e-001  6.6962152e-001
  9.7457639e-001  1.0197386e+000  1.5206843e+000  1.1716664e+000
  1.8781765e+000  9.5835754e-001  1.6077909e+000  1.4814416e+000
  9.8338313e-001  9.8459235e-001  1.7479606e+000  1.2386454e+000
  5.0860141e-001  4.9847214e-001  8.4416936e-001  6.1708097e-001
  8.0093768e-001  8.6868689e-001  7.4377263e-001  8.0446573e-001
  9.2116605e-001  8.7541654e-001  1.4711838e+000  1.0892555e+000
  3.2251393e-001  3.3070849e-001  2.6429696e-001  3.0583979e-001
  3.9172223e+000  3.3170829e+000  2.6242826e+000  3.2861959e+000
