  8.3501577e-001  3.5014436e+000  3.3362945e+000  2.5575846e+000
  8.3000981e-001  9.8021592e-001  3.9323033e-001  7.3448535e-001
  1.0874597e+000  2.6147305e+000  1.4933208e+000  1.7318370e+000
  1.1227549e+000  1.8205635e+000  9.8718204e-001  1.3101668e+000
  1.2403959e+000  2.0535423e+000  1.5892168e+000  1.6277183e+000
  2.4728712e+000  1.2456866e+000  1.6575684e+000  1.7920421e+000
  2.4079906e+000  2.5552293e+000  2.9276777e+000  2.6302992e+000
  8.5208260e-001  2.0313184e+000  8.3871552e-001  1.2407055e+000
  1.0255330e+000  1.5337404e+000  1.2674278e+000  1.2755671e+000
  8.7178313e-001  1.4967234e+000  7.4827679e-001  1.0389278e+000
  1.2385606e+000  1.3823479e+000  1.5332731e+000  1.3847272e+000
  9.1364547e-001  7.5516618e-001  1.0010075e+000  8.8993971e-001
  4.7468835e-001  5.9561273e-001  5.5483382e-001  5.4171163e-001
  9.9858439e-001  1.0113977e+000  1.1987887e+000  1.0695903e+000
  1.0708913e+000  1.3392189e+000  1.4217325e+000  1.2772809e+000
  9.2413356e+000  4.8824444e+000  8.5017025e+000  7.5418275e+000
  4.1818628e-001  6.1213796e-001  4.8978320e-001  5.0670248e-001
  6.3523724e-001  8.7178244e-001  9.1380181e-001  8.0694050e-001
  4.8254225e-001  1.3250196e-001  1.5296599e-001  2.5600340e-001
  7.7951103e-001  1.0817279e+000  8.8301883e-001  9.1475260e-001
  3.6786724e-001  4.8842414e-001  3.2840841e-001  3.9489993e-001
  1.3474685e-001  2.2717791e-001  2.7158439e-001  2.1116972e-001
  7.1416821e-001  1.0659937e+000  9.3535964e-001  9.0517386e-001
  3.0311394e-001  3.2755919e-001  3.2225607e-001  3.1764307e-001
  3.4709920e+000  7.4573313e+000  4.0020415e+000  4.9767883e+000
  9.6596451e-001  5.8532566e-001  1.0318601e+000  8.6105008e-001
  1.8675593e+000  3.1462728e+000  3.4669735e+000  2.8269352e+000
  3.8371752e-001  3.4502977e-001  9.8292357e-001  5.7055695e-001
  3.5006637e-001  1.2567635e-001  1.3096602e-001  2.0223625e-001
  8.5844157e-001  1.0964193e+000  1.5278080e+000  1.1608896e+000
  8.4293353e-001  7.4118757e-001  5.2871152e-001  7.0427754e-001
  4.8889499e-001  3.3192967e-001  4.0287717e-001  4.0790061e-001
  8.4945070e-001  8.3624444e-001  6.6610700e-001  7.8393405e-001
  4.3833261e-001  1.8374629e+000  1.9863177e+000  1.4207044e+000
  5.1291946e-001  2.4663492e-001  2.6121408e-001  3.4025615e-001
  4.0949725e+000  4.0283248e+000  2.6824548e+000  3.6019174e+000
  5.8136975e-001  2.5725302e-001  4.8872095e-001  4.4244791e-001
  9.9877067e-001  1.8081414e+000  1.3021897e+000  1.3697006e+000
  6.8038157e-001  1.2410296e+000  1.4774029e+000  1.1329380e+000
  8.8123351e-001  7.1389914e-001  8.6772739e-001  8.2095335e-001
  4.9486340e-002  1.5850495e-002  2.2551346e-002  2.9296060e-002
  4.0972052e-001  9.0853490e-001  9.9216460e-001  7.7014000e-001
  9.5800265e-001  9.6742796e-001  8.3406293e-001  9.1983118e-001
  6.9492622e-001  1.3426702e+000  9.0771720e-001  9.8177122e-001
  1.0426546e+000  9.1339828e-001  1.0118010e+000  9.8928462e-001
  7.1974045e-001  8.5814945e-001  1.0196183e+000  8.6583607e-001
  6.2753085e-001  1.2676205e+000  1.2249298e+000  1.0400270e+000
  1.7828199e+000  2.0048314e+000  2.4602005e+000  2.0826173e+000
  4.3490977e+000  6.9334893e+000  7.8053937e+000  6.3626602e+000
  9.6942624e-001  1.6078893e+000  1.7782581e+000  1.4518579e+000
  8.8852025e-001  1.1113597e+000  9.2966209e-001  9.7651400e-001
  6.7549320e-001  1.1878452e+000  9.5851144e-001  9.4061662e-001
  2.3447186e+000  2.2080241e+000  1.6482393e+000  2.0669940e+000
  1.8139792e+000  2.3030582e+000  1.7286478e+000  1.9485617e+000
  4.5108555e-001  5.4862052e-001  5.6877455e-001  5.2282688e-001
  6.7794072e-001  1.0747121e+000  1.2317676e+000  9.9480679e-001
  8.8863344e-001  8.2222793e-001  4.6843313e-001  7.2643150e-001
  3.9760855e+001  2.7970147e+001  2.8994386e+001  3.2241796e+001
  1.3299715e+000  1.7880474e+000  1.8308536e+000  1.6496242e+000
  2.2847404e-001  3.0275598e-001  2.5878950e-001  2.6333984e-001
  1.7438482e+000  2.5078689e+000  1.4684414e+000  1.9067195e+000
  1.5567088e+000  2.7727718e+000  2.0021781e+000  2.1105529e+000
  1.3456970e+000  1.0634883e+000  1.5766979e+000  1.3286277e+000
  4.4386314e-001  9.0591446e-001  1.0270679e+000  7.9228183e-001
  5.4979701e-001  2.3131246e-001  3.1378697e-001  3.6496548e-001
  5.3536496e+000  1.1711201e+001  1.3646768e+001  1.0237206e+001
  2.0680115e+000  1.5310974e+000  1.5614067e+000  1.7201719e+000
  3.3110923e+000  1.5300630e+000  2.0610737e+000  2.3007430e+000
  7.3094062e-001  7.9113846e-001  6.8130793e-001  7.3446233e-001
  1.1051073e+000  1.3511674e+000  1.3372733e+000  1.2645160e+000
  8.5543534e-001  5.1883397e-001  5.6881568e-001  6.4769500e-001
  7.4729926e-001  1.3647077e+000  1.3021561e+000  1.1380544e+000
  1.0378462e+000  8.2835020e-001  1.0065895e+000  9.5759531e-001
  1.2386717e-001  1.1059381e+000  1.0615302e+000  7.6377847e-001
  5.8392082e-001  6.2268934e-001  4.8476773e-001  5.6379263e-001
  5.2382217e-001  5.0542129e-001  5.0939053e-001  5.1287799e-001
  8.0626781e-001  9.1400338e-001  1.8435711e+000  1.1879474e+000
  8.7977694e-001  7.5623078e-001  7.0507839e-001  7.8036204e-001
  8.3858845e-001  1.4043047e+000  9.6021899e-001  1.0677040e+000
  9.9511847e-001  7.1530099e-001  5.5225879e-001  7.5422608e-001
  3.2510899e-002  2.0528745e-002  2.7471420e-002  2.6837021e-002
  6.9592067e-001  8.7426299e-001  6.8507176e-001  7.5175181e-001
  7.0831844e-001  1.4537551e+000  1.3335462e+000  1.1652066e+000
  2.3973618e+000  2.3484712e+000  2.3603108e+000  2.3687146e+000
  3.1231580e+000  2.8916120e+000  2.8943145e+000  2.9696948e+000
  6.2045934e-001  1.6585202e-001  1.3485447e-001  3.0705528e-001
  1.1272048e+000  1.6273912e+000  1.3679958e+000  1.3741973e+000
